train,val
0.0013296508430623983,0.004070280416635796
0.0011646951526217445,0.003337151580490172
0.0010689176377171661,0.0027962882799329237
0.0010407433034809557,0.0024695102154510097
0.0009689825345093395,0.0031887402219581418
0.0009797750194926133,0.0024870488661690613
0.0009956475936100681,0.0025510011764708906
0.0009661771219703596,0.0024873215064872057
0.0009721905815950311,0.002260503725847229
0.000940582652863047,0.002240015585994115
0.0009575962869304221,0.0024921329037169925
0.0009571970436010771,0.002444459444086533
0.00097764834820892,0.002589698925294215
0.0009482914760954417,0.002205142396269366
0.0009731320127817836,0.0022556781565072014
0.0009315052351356405,0.00242665492114611
0.0009431038506147339,0.0020391801539517474
0.0009807010343448805,0.00235080129277776
0.0009700537764995427,0.002265294754761271
0.0009895637434433077,0.002378595384652726
0.0009884785705674781,0.0021639168196998073
0.00098115179340622,0.0022539518053235953
