train,val
0.0012462779921856033,0.004566186302193872
0.0011803837386903167,0.004151823880752866
0.001127007501399492,0.004045886518547266
0.0010850554356540056,0.0038280611752714144
0.0010546267910219933,0.0036701744666504787
0.0010844954989237062,0.0036603747036523843
0.0010773364314971617,0.0033896489398235956
0.0010629924148684424,0.0035204401022538817
0.0010805368761541915,0.0031514600140792205
0.001052474541211268,0.0038541234424905625
0.0010515860011359307,0.003286181941270692
0.0009922122745012025,0.00378997738135229
0.0010111835052551883,0.0035590838396740033
0.0010137921531715992,0.0031334442766553653
0.0010771330160050966,0.0034751519216536884
0.0010293642207029898,0.0034454760199168514
0.0010342528785423132,0.002710048339994079
0.0010308510716377753,0.003198081781525483
0.0010049613767631558,0.0028509453021376054
0.0010019849280442613,0.002657557628969321
0.001030901425581826,0.0029152866027732493
0.000986640889687444,0.003076572761240574
0.001016278329966937,0.0030007750795381827
0.0010183560424188015,0.002867575379928983
0.0009921638721026688,0.0029021288131977
