train,val
0.0034612778951513307,0.005454936146270484
0.002635770354905484,0.006026628758991137
0.0019642343242771967,0.005290444463025778
0.00177783868142486,0.004979025523061864
0.0016670211419007434,0.004059730264998507
0.0016899169916031519,0.005406309223326388
0.0016359030139538823,0.004338542815821711
0.0014701442947049012,0.0038514700019732116
0.0015449384216747314,0.0030685252379043957
0.001529721294124412,0.002320336562115699
0.0014544190419589385,0.002117380322306417
0.0012706364119899596,0.0027547685349418316
0.0013532915856957538,0.002219291511573829
0.0013261372574871952,0.002263495625084033
0.001238035564200822,0.00292882422945695
0.0011232829796116253,0.0017598168458789587
0.001264657016712945,0.0019504064926877617
0.0011638797015354901,0.0019134355097776279
0.0012055040263853364,0.002275579258275684
0.0011611896990826808,0.0016750228838645852
0.0011401039678830562,0.001636920961755095
0.001086852631621097,0.001806331702391617
0.0010810217518599351,0.0015071944828378037
0.0010787631898249567,0.0014588983030989766
0.0010692341785193647,0.002056882144825067
0.0011103719686017452,0.0012201283214380964
0.001008190291741346,0.0009726846423291135
0.0010664656114297432,0.0011134331929497422
0.0010556240855161066,0.0010564704105490818
0.0010690178727289581,0.0011696224944898858
0.0009992288453248897,0.000857692244608188
0.0011061189284302555,0.0010807653074152769
0.0009818881719583282,0.0014661871718999464
0.0009449923127249349,0.0010982011968735605
0.0009809526648207726,0.0006199240917339921
0.0009604314215787937,0.0011071892957261297
0.0009573741455558153,0.0011123684958874946
0.0009782522168434963,0.001167985332358512
0.001009711114353949,0.0008156657557265134
0.0008618435936890509,0.0011336364572343883
