1.142440, 1.224444
0.658297, 0.764054
1.095684, 1.175743
0.679722, 0.787921
0.516079, 0.670778
0.646043, 0.746215
0.573315, 0.689048
0.631991, 0.753623
0.841978, 0.965332
0.424399, 0.551204
0.436660, 0.569725
0.517748, 0.628283
0.827792, 0.952583
0.567215, 0.722461
0.447037, 0.599164
0.463992, 0.608204
0.442023, 0.572470
0.692703, 0.787291
0.486760, 0.603804
0.448572, 0.597136
0.440000, 0.577954
0.491973, 0.638467
0.500276, 0.657037
0.517380, 0.637258
1.432762, 2.288630
0.482698, 0.635237
1.169692, 1.606689
0.569282, 0.709117
0.512048, 0.645855
0.475615, 0.615665
0.813329, 0.918788
0.653817, 0.796867
0.568933, 0.691425
0.580246, 0.715784
0.589932, 0.707441
0.667092, 0.770887
0.454548, 0.562904
0.671867, 0.768146
0.791256, 0.869359
0.476965, 0.592145
0.600360, 0.766499
0.694802, 0.786060
0.776878, 0.860240
0.481873, 0.616496
0.629528, 0.730117
0.423198, 0.553842
0.838663, 0.952733
0.429788, 0.558201
0.507426, 0.626419
0.632822, 0.733447
0.809291, 0.901595
0.444782, 0.591089
0.683920, 0.801473
0.381831, 0.528166
0.422506, 0.574992
0.494228, 0.606956
0.758815, 0.942819
0.547389, 0.717521
0.406941, 0.566146
1.032941, 1.134189
0.623897, 0.781473
0.556169, 0.730255
0.487376, 0.639678
0.890072, 1.106357
0.845301, 0.987197
0.431825, 0.592672
0.847000, 0.991472
0.584933, 0.748755
0.889890, 0.988138
0.936289, 1.050973
0.526740, 0.656180
0.815745, 0.921531
0.648561, 0.760102
0.423887, 0.528692
0.511080, 0.634096
0.777796, 0.893656
0.665562, 0.772564
0.623324, 0.732070
0.568121, 0.678686
0.645743, 0.750270
0.658387, 0.766542
0.612829, 0.749917
0.838020, 0.922297
0.631932, 0.745570
0.511181, 0.629418
0.735875, 0.832397
0.556077, 0.662041
0.568585, 0.679037
0.404701, 0.556447
0.468819, 0.590885
0.794017, 0.953056
0.536352, 0.702649
0.738712, 0.839172
0.456118, 0.596615
0.572842, 0.733656
0.609683, 0.732554
0.465723, 0.612275
0.390720, 0.530734
0.836173, 1.010427
0.653476, 0.797178
0.633847, 0.797664
0.908068, 1.099507
0.641905, 0.756130
0.368775, 0.527525
0.375635, 0.544033
0.434281, 0.577290
0.475455, 0.624715
0.384972, 0.557211
0.503459, 0.624633
0.407379, 0.508701
0.359094, 0.471290
0.613254, 0.719932
0.497690, 0.618481
0.622228, 0.743498
0.770408, 0.866696
1.007214, 1.090320
0.452312, 0.566150
0.843755, 0.933453
0.477951, 0.594677
0.706827, 0.810459
0.676802, 0.785276
0.469808, 0.587838
0.836566, 0.938503
0.437202, 0.591641
0.453272, 0.572534
0.513565, 0.630262
0.430674, 0.581048
0.601355, 0.749288
0.878234, 1.025751
0.607305, 0.735170
0.649861, 0.811494
0.379280, 0.522865
0.387040, 0.557443
0.595225, 0.757071
0.542774, 0.703283
0.783304, 0.946579
0.416908, 0.565002
0.400989, 0.551016
0.505479, 0.677506
0.379588, 0.554992
0.353781, 0.517570
0.343713, 0.510972
0.365166, 0.537376
0.439418, 0.615284
0.585163, 0.682886
1.503786, 1.574448
1.175289, 1.279284
0.694040, 0.817344
0.782971, 0.904285
1.022878, 1.125985
0.468406, 0.589857
1.121742, 1.250296
0.808980, 0.892195
0.760870, 0.841681
1.093309, 1.162410
1.458581, 1.529720
1.213363, 1.293578
0.962361, 1.048567
0.728467, 0.915380
0.710395, 0.914155
0.608248, 0.789172
1.194556, 1.257438
0.892947, 0.977243
0.443846, 0.584757
1.153418, 1.229089
0.536286, 0.707178
0.416469, 0.557884
1.130460, 1.275452
0.527340, 0.681591
0.440914, 0.581529
1.130990, 1.199903
0.675679, 0.797337
0.480599, 0.636799
2.563027, 3.499012
0.573952, 0.699004
0.478196, 0.632725
0.475131, 0.628683
0.754768, 0.945335
0.543626, 0.674434
0.467845, 0.625878
0.386841, 0.491323
0.582724, 0.680082
0.618201, 0.756303
0.617065, 0.767733
0.560731, 0.703661
0.480155, 0.607898
0.492595, 0.620139
1.244932, 1.320105
0.492590, 0.601212
0.598522, 0.767245
1.029611, 1.113185
0.477489, 0.598687
1.578279, 1.666357
1.191843, 1.266031
1.302651, 1.370573
1.169185, 1.253213
0.572184, 0.692821
0.446578, 0.606457
0.425940, 0.576802
0.870400, 0.966419
0.863055, 0.970519
0.889516, 0.968889
0.656449, 0.760090
0.519854, 0.632844
0.428069, 0.565025
0.513451, 0.671511
0.842691, 0.955337
0.431859, 0.593578
0.441534, 0.578134
0.600727, 0.720087
0.421537, 0.570791
0.449839, 0.640908
0.652995, 0.776747
0.518270, 0.697319
0.487053, 0.632622
0.390282, 0.539942
0.557654, 0.704224
0.523252, 0.666555
0.607172, 0.752438
0.699177, 0.856626
0.489718, 0.621935
0.454890, 0.584033
1.647384, 1.721088
0.828554, 0.936850
0.520474, 0.658776
0.513874, 0.658162
0.527905, 0.651136
0.405773, 0.542854
0.693475, 0.805641
0.566724, 0.699004
0.410880, 0.564667
0.457140, 0.595683
0.570290, 0.694302
0.843743, 0.980656
0.735635, 0.862251
0.840562, 0.940603
0.430540, 0.581697
0.456039, 0.618221
0.495358, 0.626703
0.594190, 0.704148
1.314421, 1.386674
0.461308, 0.655415
0.470220, 0.641550
0.608028, 0.740678
0.512918, 0.630164
0.346126, 0.498879
0.546161, 0.669148
0.393478, 0.567367
0.386556, 0.556996
0.488637, 0.614028
0.558579, 0.737893
0.492522, 0.671691
0.467937, 0.576321
0.974425, 1.047488
1.024462, 1.119049
0.955296, 1.038737
0.912642, 0.994947
0.555113, 0.711456
0.518809, 0.625321
0.803819, 0.882767
0.469480, 0.594758
0.504070, 0.657850
0.715242, 0.877020
0.384536, 0.516409
0.581765, 0.673730
0.403878, 0.530580
0.382326, 0.516267
0.405033, 0.540827
0.443022, 0.586536
0.507395, 0.639267
0.561620, 0.675957
0.450337, 0.570627
0.615610, 0.712889
0.370639, 0.517144
0.630256, 0.733975
0.944856, 1.317349
0.543172, 0.647067
0.501592, 0.617873
0.439074, 0.605653
0.749676, 0.836630
0.801874, 0.898805
0.596189, 0.736246
1.651155, 2.779403
0.618368, 0.741979
0.525616, 0.655966
0.464397, 0.606007
0.596799, 0.714205
0.667954, 0.763444
0.441227, 0.543465
0.840407, 0.915401
0.735911, 0.848931
0.456492, 0.555993
0.525424, 0.637239
0.396149, 0.511765
0.486080, 0.607249
0.503464, 0.615745
0.699470, 0.804274
0.572769, 0.668211
0.629714, 0.745140
0.739871, 0.837826
0.584794, 0.697686
0.731892, 0.829345
0.482590, 0.615482
0.365789, 0.517166
0.400737, 0.533099
0.434050, 0.563694
0.381934, 0.507787
0.635360, 0.783058
0.693155, 0.852835
0.524396, 0.688820
0.374522, 0.514218
0.828802, 1.078195
0.499482, 0.615575
0.748771, 0.899519
0.416677, 0.583923
0.380786, 0.537933
1.555157, 2.281866
0.388994, 0.531830
0.947721, 1.083991
0.494028, 0.635324
0.617671, 0.775450
0.596223, 0.718755
0.457706, 0.609848
0.424905, 0.600170
0.856171, 0.937994
0.476402, 0.578593
0.559861, 0.665056
1.048049, 1.128044
0.395078, 0.502041
0.532840, 0.641778
1.195679, 1.269456
0.539613, 0.655156
0.586020, 0.693845
0.460802, 0.571407
0.610591, 0.726393
0.827456, 0.911839
0.737217, 0.833729
0.842975, 0.944189
0.467541, 0.623095
0.945361, 1.025524
0.383527, 0.539702
1.126483, 1.205616
0.439700, 0.571515
0.466319, 0.591032
0.393614, 0.522343
0.551915, 0.656751
0.354643, 0.502354
0.345369, 0.504291
0.458026, 0.620722
0.422908, 0.584520
0.384240, 0.548823
0.504298, 0.673016
0.382565, 0.546790
0.523888, 0.700570
0.421415, 0.568318
0.632815, 0.756900
0.334406, 0.499395
0.564841, 0.683195
0.430105, 0.583336
0.538268, 0.711028
0.497389, 0.608044
0.427500, 0.536786
0.424749, 0.544528
0.547687, 0.668908
0.432756, 0.548178
1.337742, 1.419445
0.418347, 0.528521
0.799442, 0.892857
0.445836, 0.553883
0.964083, 1.045411
0.915903, 1.008550
0.502039, 0.614244
0.454052, 0.565837
0.888137, 0.967955
0.642513, 0.761401
0.471948, 0.592282
0.362396, 0.501657
0.398554, 0.555800
0.384646, 0.542458
0.563871, 0.677081
0.361491, 0.522602
0.445276, 0.571053
0.508924, 0.619905
0.512950, 0.631194
0.734095, 0.882848
0.423725, 0.579343
0.372117, 0.527493
0.416969, 0.578321
0.414106, 0.567830
