train,val
0.00429905014572292,0.006510687270201742
0.003304976669933678,0.005355576786678284
0.002404925247726377,0.0036976024479372428
0.00190235187426835,0.002980266347003635
0.001430087340959728,0.003927275155001552
0.0014052906365369458,0.0035264861462565023
0.0014253751402964509,0.00259365902729769
0.0013318167084983006,0.002360516572298366
0.001231368716638914,0.002385472317109816
0.0011921013980340886,0.0026019357540917553
0.0012502344526588588,0.0022596099714064623
0.0012142634737340057,0.002755821753453347
0.0012243638197850738,0.0025290601831329694
0.001286566116406508,0.0019920509936127927
0.0012211288349354586,0.0020256725070794345
0.0011521503793009758,0.0020567189138091637
0.0011525864376315178,0.002300102876324672
0.001159602821786963,0.002147033808432752
0.0011383065367412946,0.0017058934779925039
0.0010338071041620556,0.0013208774966187776
0.0010833959350496018,0.0016577903443248942
0.0010686463773303529,0.0015296953704819316
0.0011186270214282733,0.00185541651553649
0.001022418575653812,0.001284524509719631
0.0010311578677050946,0.0016423898163338891
0.0010952030838286947,0.001411954026843887
0.001051367471036319,0.001684732701687608
0.0009649605691451888,0.0012246722923009656
0.0010788779214986374,0.001105612132960232
0.0009500351182407074,0.0018586600068374536
0.0010606184212695344,0.0014193094699294305
0.0009166923303284026,0.0016334665506292367
0.0010077108341998195,0.0012960789874341572
0.0009229687270324422,0.00117721493161298
