train,val
0.00222010404967839,0.006292826683464937
0.001917322763999316,0.0052865315885311445
0.0016607588016097042,0.0037612225707739635
0.0013985662147874736,0.0034441583699024304
0.0011514206739830335,0.002457180117145493
0.0010488746151365255,0.003054191911360249
0.0010404941471147523,0.0024169511575231942
0.0010073043139012712,0.0018828951724572107
0.0009918611601815756,0.002067278337341211
0.0008978749500816906,0.002167893567608056
0.0009800012356603234,0.001628931582938715
0.0008955637834234555,0.0019037388353864094
0.0009457800395094056,0.0024082071226652394
0.0009011786414812816,0.001626231918812775
0.00091134716224708,0.002027617101614341
0.000911508814191708,0.0019517917769518113
0.0008685839481684919,0.0017234060094158006
0.0008895723373595491,0.0023201861292430448
0.0008399307937041334,0.0013363248595496548
0.0008757412779560988,0.0020679235767158567
0.0008922960538881623,0.0016710076086427562
0.0008662446551784068,0.001352351904199345
0.000883406166668651,0.0013108992631115565
0.0008722304627915573,0.0014148731591753525
0.0008815516710960052,0.001725854762764534
0.0008916472435326379,0.0013469415525167545
0.0008814552734347891,0.0015119733714793876
0.0008487260201945901,0.0013248910989027425
