train,val
0.0009982672526600352,0.0020802923514565918
0.0008689711093792133,0.0018501460473089536
0.0008400405462540571,0.0016318761066031584
0.0009431712920142826,0.0015414018360388581
0.000864166293358283,0.0015497733597840124
0.0008938659250279341,0.001544384565386281
0.0008555561141610631,0.0015940238656185102
0.0008229509512821972,0.001579938837676309
0.000872461047542144,0.001383833612271701
0.0008358830009784875,0.0014383044452188187
0.0008140266004868107,0.0013371367222134722
0.0008842210498910554,0.001340916136632586
0.0008620147923630359,0.00126215081254486
0.000851114255669653,0.0016214844494243153
0.000801080445754966,0.0014265169011196122
0.0008364853316839821,0.001586151300034544
0.0008055357189425787,0.0014320391504952568
0.0007790141738381402,0.0013224476790128393
