train,val
0.0022416378430464715,0.0038367579041872746
0.0015274488638047283,0.0029270342319460516
0.0012061117441194169,0.00152979024670248
0.001078183565609309,0.001423444993493971
0.0012939144523198382,0.0010892557738770847
0.0008740405440903487,0.0006908806497869171
0.0008231656444545129,0.0007170694920065356
0.000988747255834054,0.0006611106143212125
0.0008581802886694207,0.0011808390360714
0.0008543336201027019,0.0007370580971942567
0.0008578070308151207,0.0011039095488041102
0.0008339935280551239,0.0013420520289610766
0.000783378007291993,0.0014827507896790428
