train,val
0.006349121531876825,0.008321012871769758
0.005191543452173601,0.0064949308647415955
0.004165551749722978,0.005240349864694648
0.0034030818387691397,0.003975311101665004
0.00264791171349106,0.005189332694639093
0.0023473310869891206,0.0038803568727766666
0.0018315798639517967,0.00246331237632638
0.0016655463213492811,0.0023084283815338635
0.0014357950749399606,0.0030680839711119635
0.0014553908293657093,0.0031917938221550477
0.0014415842807606028,0.002058961963764607
0.0012330486745738129,0.001983928708516312
0.0012873226003018946,0.0019452717203351383
0.0013167380964380125,0.0021042903726293635
0.0013976754447727357,0.002640857497261515
0.001323141325044092,0.0020487295506217587
0.0012978876553251422,0.0027503602479835255
0.0011482650818554528,0.002526113584351081
