train,val
0.0015100154374365355,0.002213847716260576
0.001156876471823365,0.0014503297594413967
0.001161445996495836,0.001385080734228093
0.0010581402295616713,0.0012565226455937871
0.0009869382871783093,0.0017263221528218344
0.0010203882330813076,0.0017699628296773322
0.0009062163474392653,0.0010037571413039797
0.0009550172371931546,0.0011592047296525938
0.0008844503421668175,0.0010202671051397023
0.0008919805189504872,0.0008035355808890297
0.0009100696995328887,0.0011903935241067442
0.0009580104653881969,0.001518653014701298
0.0009044854223705986,0.0006533122318789817
0.0008341002798450638,0.00102516315662517
0.0008141512711151447,0.0012790514787971356
0.0008390892391848135,0.0005744806304444585
0.0007767582872265651,0.0009976656544075434
0.0008021770369035146,0.0009222552624543404
0.0008364178358677485,0.0006757937303168896
0.000750002660232866,0.0012620060232568274
0.0008050988720251182,0.0009642615946352005
