,epoch,loss_train,loss_val
0,0,0.0019457167945802212,0.004922083579003811
1,1,0.001704924157820642,0.004697828553617001
2,2,0.0015443178126588464,0.0045819878578186035
3,3,0.0014794262824580073,0.004527166951447725
4,4,0.00145218544639647,0.0044920481741428375
5,5,0.00141307117883116,0.004421150777488947
6,6,0.0013658225070685148,0.004367220681160688
7,7,0.0013318848796188831,0.004318984691053629
8,8,0.0013018888421356678,0.004266833420842886
9,9,0.0012655998580157757,0.004220355302095413
10,10,0.001237114891409874,0.004176040180027485
11,11,0.0012112160911783576,0.004134667105972767
12,12,0.0011873617768287659,0.004094516392797232
13,13,0.00116525508929044,0.004055385943502188
14,14,0.001144319656305015,0.0040183220990002155
15,15,0.0011242739856243134,0.003981196787208319
16,16,0.0011045346036553383,0.0039443024434149265
17,17,0.0010851543629541993,0.00390796922147274
18,18,0.001066588214598596,0.0038744143676012754
19,19,0.0010489868000149727,0.003840496065095067
20,20,0.0010315516265109181,0.0038079519290477037
21,21,0.0010148518485948443,0.0037768122274428606
22,22,0.0009986483491957188,0.003744757967069745
23,23,0.0009825180750340223,0.003713180311024189
24,24,0.000966461084317416,0.003681870875880122
25,25,0.0009506167261861265,0.003650037571787834
26,26,0.0009346607839688659,0.003618381218984723
27,27,0.0009188172407448292,0.003586710197851062
28,28,0.0009031658410094678,0.0035556312650442123
29,29,0.0008879705565050244,0.003525535576045513
30,30,0.0008729452965781093,0.0034957535099238157
31,31,0.0008582154987379909,0.0034661530517041683
32,32,0.0008436410571448505,0.0034368850756436586
33,33,0.0008290157420560718,0.003407017095014453
34,34,0.0008144864114001393,0.0033785062842071056
35,35,0.0008001499809324741,0.0033507461193948984
36,36,0.000785981712397188,0.0033228714019060135
37,37,0.0007717165281064808,0.003294541034847498
38,38,0.0007575444178655744,0.003266069572418928
39,39,0.0007433692226186395,0.003237408120185137
40,40,0.0007292237714864314,0.0032085226848721504
41,41,0.0007150613819248974,0.0031793166417628527
42,42,0.0007008885149843991,0.0031500370241701603
43,43,0.0006868576165288687,0.003120602574199438
44,44,0.0006729029701091349,0.003090884303674102
45,45,0.0006590175325982273,0.0030611150432378054
46,46,0.0006452429224736989,0.003031142521649599
47,47,0.0006314220372587442,0.0030012978240847588
48,48,0.0006177150062285364,0.0029710528906434774
49,49,0.000604126718826592,0.0029407800175249577
50,50,0.0005906761507503688,0.0029104510322213173
51,51,0.0005773127195425332,0.002879967913031578
52,52,0.0005640464369207621,0.002849346725270152
53,53,0.0005508982576429844,0.002818663604557514
54,54,0.0005377997877076268,0.00278782588429749
55,55,0.0005249272799119353,0.0027568985242396593
56,56,0.0005122060538269579,0.0027260887436568737
57,57,0.0004996198113076389,0.0026951576583087444
58,58,0.00048713129945099354,0.0026640233118087053
59,59,0.0004747671482618898,0.002632747171446681
60,60,0.00046257430221885443,0.0026014556642621756
61,61,0.00045050334301777184,0.0025702177081257105
62,62,0.0004386676009744406,0.002538706175982952
63,63,0.000426867714850232,0.0025070952251553535
64,64,0.00041521815001033247,0.0024753687903285027
65,65,0.0004037925391457975,0.002443581586703658
66,66,0.00039252571878023446,0.0024117615539580584
67,67,0.00038142502307891846,0.0023797592148184776
68,68,0.0003704653063323349,0.0023476015776395798
69,69,0.0003596442402340472,0.0023152653593569994
70,70,0.00034896048600785434,0.0022827398497611284
71,71,0.0003384336596354842,0.0022501302883028984
72,72,0.0003280883247498423,0.0022173579782247543
73,73,0.00031784732709638774,0.002184283919632435
74,74,0.00030773418257012963,0.00215092278085649
75,75,0.00029770558467134833,0.00211726245470345
76,76,0.0002877699735108763,0.002083286177366972
77,77,0.00027798846713267267,0.002049260074272752
78,78,0.0002684067585505545,0.002016350394114852
79,79,0.0002589705982245505,0.001983126625418663
80,80,0.00024965277407318354,0.0019499501213431358
81,81,0.00024048573686741292,0.001916720881126821
82,82,0.000231530808378011,0.0018836893141269684
83,83,0.00022275846276897937,0.0018508551875129342
84,84,0.00021418693359009922,0.0018181664636358619
85,85,0.0002058580721495673,0.0017859031213447452
86,86,0.00019775803957600147,0.0017537405947223306
87,87,0.0001898743212223053,0.0017218247521668673
88,88,0.00018218850891571492,0.0016902058850973845
89,89,0.0001747172645991668,0.0016589043661952019
90,90,0.00016745951143093407,0.001627915189601481
91,91,0.00016042281640693545,0.0015972728142514825
92,92,0.00015363334387075156,0.0015670182183384895
93,93,0.00014710842515341938,0.001537275849841535
94,94,0.00014082799316383898,0.001508090877905488
95,95,0.00013477055472321808,0.0014793064910918474
96,96,0.00012894856627099216,0.0014510651817545295
97,97,0.00012332799087744206,0.0014232919784262776
98,98,0.00011790404096245766,0.0013958584750071168
99,99,0.00011274799180682749,0.0013690090272575617
