,epoch,loss_train,loss_val
0,0,0.0010920300846919417,0.003142921719700098
1,1,0.0009850241476669908,0.002868958981707692
2,2,0.0008869718294590712,0.0025827090721577406
3,3,0.0007871885318309069,0.002293118042871356
4,4,0.0006863303715363145,0.002005636226385832
5,5,0.0005860078963451087,0.0017263045301660895
6,6,0.0004883157089352608,0.001461142674088478
7,7,0.00039553927490487695,0.0012153296265751123
8,8,0.0003099335008300841,0.0009923551697283983
9,9,0.00023353456344921142,0.0007934159366413951
10,10,0.00016796105774119496,0.0006176024908199906
11,11,0.0001142355686170049,0.00046359008410945535
12,12,7.263107545441017e-05,0.0003322896081954241
13,13,4.258036278770305e-05,0.0002275189181091264
14,14,2.2677453671349213e-05,0.00015211079153232276
15,15,1.083053484762786e-05,0.000103348123957403
16,16,4.6481982280965894e-06,7.420634210575372e-05
17,17,1.9221649836254073e-06,5.7845714763971046e-05
18,18,9.684900987849687e-07,4.937929770676419e-05
19,19,7.410078524117125e-07,4.532996899797581e-05
20,20,7.353071396209998e-07,4.346506102592684e-05
21,21,7.727161346338107e-07,4.2642830521799624e-05
22,22,8.067109433795849e-07,4.231997809256427e-05
23,23,8.335053962582606e-07,4.188714956399053e-05
24,24,8.556630746170413e-07,4.096802513231523e-05
25,25,8.686083674547262e-07,4.0096994780469686e-05
26,26,8.737853249840555e-07,3.9733520679874346e-05
27,27,8.711576242603769e-07,3.9367107092402875e-05
28,28,8.812788223622192e-07,3.8787813537055627e-05
29,29,9.193356049763679e-07,3.813013609033078e-05
30,30,9.667730864748592e-07,3.741058390005492e-05
31,31,1.0066232789540663e-06,3.669456782517955e-05
32,32,1.03538980056328e-06,3.605524034355767e-05
33,33,1.0530279723752756e-06,3.551369809429161e-05
34,34,1.0622457011777442e-06,3.5059318179264665e-05
35,35,1.066068193722458e-06,3.4674165362957865e-05
36,36,1.0665042964319582e-06,3.4341112041147426e-05
37,37,1.0648179795680335e-06,3.404631934245117e-05
38,38,1.0618404076012666e-06,3.377985194674693e-05
39,39,1.0579669833532535e-06,3.353403735673055e-05
40,40,1.053509663506702e-06,3.3303029340459034e-05
41,41,1.0487706276762765e-06,3.308321538497694e-05
42,42,1.0438026265546796e-06,3.2871594157768413e-05
43,43,1.0386784197180532e-06,3.266628482379019e-05
44,44,1.03348918401025e-06,3.2465526601299644e-05
45,45,1.0282709581588279e-06,3.226895205443725e-05
46,46,1.0230401130684186e-06,3.2075557101052254e-05
47,47,1.0177839158131974e-06,3.188478513038717e-05
48,48,1.0125560265805689e-06,3.169616320519708e-05
49,49,1.0073698604173842e-06,3.1509909604210407e-05
50,50,1.0021984735431033e-06,3.132524943794124e-05
51,51,9.970713108486962e-07,3.1142561056185514e-05
52,52,9.919955346049392e-07,3.096177169936709e-05
53,53,9.869328323475202e-07,3.078252848354168e-05
54,54,9.818880926104612e-07,3.060475501115434e-05
55,55,9.769142934601405e-07,3.042860953428317e-05
56,56,9.719658464746317e-07,3.025403930223547e-05
57,57,9.670437748354743e-07,3.0080998840276152e-05
58,58,9.621442131901858e-07,2.990918255818542e-05
59,59,9.572826229486964e-07,2.9738928787992336e-05
60,60,9.524866300125723e-07,2.957010656245984e-05
61,61,9.477265052737494e-07,2.9402821382973343e-05
62,62,9.42984513585543e-07,2.9236865884740837e-05
63,63,9.382790722156642e-07,2.9072472898405977e-05
64,64,9.336264952253259e-07,2.8909444154123776e-05
65,65,9.289738045481499e-07,2.8747794203809462e-05
66,66,9.243620411325537e-07,2.858741208910942e-05
67,67,9.198033126267546e-07,2.8428525183699094e-05
68,68,9.152605571216554e-07,2.827076787070837e-05
69,69,9.107886853598757e-07,2.811450576700736e-05
70,70,9.062988510777359e-07,2.7959667932009324e-05
71,71,9.018593800647068e-07,2.7805959689430892e-05
72,72,8.974986940302188e-07,2.7653622964862734e-05
73,73,8.931188517635746e-07,2.7502574084792286e-05
74,74,8.887954550118593e-07,2.735291673161555e-05
75,75,8.84478993157245e-07,2.7204539946978912e-05
76,76,8.802199999990989e-07,2.7057216357206926e-05
77,77,8.760183050071646e-07,2.6911347958957776e-05
78,78,8.718227491044672e-07,2.676656367839314e-05
79,79,8.67625885803136e-07,2.6623174562701024e-05
80,80,8.634993378109357e-07,2.6480774977244437e-05
81,81,8.594132054895454e-07,2.6339681426179595e-05
82,82,8.553612929063092e-07,2.619971928652376e-05
83,83,8.513250122632599e-07,2.6061046810355037e-05
84,84,8.473357411276083e-07,2.5923436623997986e-05
85,85,8.43371310565999e-07,2.5787061531445943e-05
86,86,8.394280257562059e-07,2.5651845135143958e-05
87,87,8.355073646271194e-07,2.551774014136754e-05
88,88,8.316422395182599e-07,2.5384684704476967e-05
89,89,8.278125278593507e-07,2.5252733394154347e-05
90,90,8.240058377850801e-07,2.512174796720501e-05
91,91,8.202386538869177e-07,2.4991944883367978e-05
92,92,8.165109193214448e-07,2.4863311409717426e-05
93,93,8.128068884616368e-07,2.4735674742260017e-05
94,94,8.091265613074938e-07,2.4609129468444735e-05
95,95,8.054717000050005e-07,2.4483564629917964e-05
96,96,8.018414519028738e-07,2.4358954760828055e-05
97,97,7.982776537573955e-07,2.4235405362560414e-05
98,98,7.947316476020205e-07,2.4112920073093846e-05
99,99,7.91189563642547e-07,2.3991287889657542e-05
